NiveauEtude,SujetCours,ResponsableEleve,NbFoisLeverMain,MoyenneLeverMainEleve,MoyenneLeverMainClasse,NbFoisEtudiantVisiteContenuCours,MoyenneVisiteContenuCoursEleve,MoyenneVisiteContenuCoursClasse,NbFoisUtilisateurCheckAnnonces,MoyenneCheckAnnoncesEleve,MoyenneCheckAnnoncesClasse,NbFoisUtilisateurParticipeDiscussionsGroupe,MoyenneParticipationsDiscussionsEleve,MoyenneParticipationsDiscussionsClasse,NbFoisParticipationEleve,MoyenneParticipationEleve,MoyenneParticipationClasse,ParentsOntRepondusSondagesEcole,ParentsSatisfaitsEcole,NbJoursAbsence,NiveauEleveNotes,NiveauEleveChiffre,PositionMoyenne,MoyenneClasse,PositionMoyenneClasse
College,Anglais,Mere,95,DessusMoyenne,"46,775",94,DessusMoyenne,"54,79792",72,DessusMoyenne,"37,91875",80,DessusMoyenne,"43,28333",341,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Anglais,Mere,97,DessusMoyenne,"46,775",87,DessusMoyenne,"54,79792",82,DessusMoyenne,"37,91875",86,DessusMoyenne,"43,28333",352,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Anglais,Pere,40,DessousMoyenne,"46,775",38,DessousMoyenne,"54,79792",32,DessousMoyenne,"37,91875",36,DessousMoyenne,"43,28333",146,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Anglais,Pere,41,DessousMoyenne,"46,775",39,DessousMoyenne,"54,79792",35,DessousMoyenne,"37,91875",39,DessousMoyenne,"43,28333",154,DessousMoyenne,"182,775",Oui,Non,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Anglais,Mere,51,DessusMoyenne,"46,775",79,DessusMoyenne,"54,79792",85,DessusMoyenne,"37,91875",89,DessusMoyenne,"43,28333",304,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Anglais,Mere,81,DessusMoyenne,"46,775",79,DessusMoyenne,"54,79792",91,DessusMoyenne,"37,91875",85,DessusMoyenne,"43,28333",336,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
College,Anglais,Mere,71,DessusMoyenne,"46,775",70,DessusMoyenne,"54,79792",65,DessusMoyenne,"37,91875",69,DessusMoyenne,"43,28333",275,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
College,Anglais,Mere,75,DessusMoyenne,"46,775",71,DessusMoyenne,"54,79792",76,DessusMoyenne,"37,91875",80,DessusMoyenne,"43,28333",302,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Pere,49,DessusMoyenne,"46,775",36,DessousMoyenne,"54,79792",32,DessousMoyenne,"37,91875",44,DessusMoyenne,"43,28333",161,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Pere,42,DessousMoyenne,"46,775",24,DessousMoyenne,"54,79792",12,DessousMoyenne,"37,91875",24,DessousMoyenne,"43,28333",102,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Mere,90,DessusMoyenne,"46,775",86,DessusMoyenne,"54,79792",82,DessusMoyenne,"37,91875",74,DessusMoyenne,"43,28333",332,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Sciences,Mere,62,DessusMoyenne,"46,775",64,DessusMoyenne,"54,79792",72,DessusMoyenne,"37,91875",84,DessusMoyenne,"43,28333",282,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Sciences,Pere,90,DessusMoyenne,"46,775",86,DessusMoyenne,"54,79792",82,DessusMoyenne,"37,91875",74,DessusMoyenne,"43,28333",332,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Pere,62,DessusMoyenne,"46,775",64,DessusMoyenne,"54,79792",72,DessusMoyenne,"37,91875",84,DessusMoyenne,"43,28333",282,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Mere,98,DessusMoyenne,"46,775",87,DessusMoyenne,"54,79792",86,DessusMoyenne,"37,91875",84,DessusMoyenne,"43,28333",355,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Sciences,Mere,72,DessusMoyenne,"46,775",74,DessusMoyenne,"54,79792",82,DessusMoyenne,"37,91875",89,DessusMoyenne,"43,28333",317,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Sciences,Pere,18,DessousMoyenne,"46,775",17,DessousMoyenne,"54,79792",26,DessousMoyenne,"37,91875",34,DessousMoyenne,"43,28333",95,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Pere,32,DessousMoyenne,"46,775",14,DessousMoyenne,"54,79792",32,DessousMoyenne,"37,91875",29,DessousMoyenne,"43,28333",107,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Pere,10,DessousMoyenne,"46,775",12,DessousMoyenne,"54,79792",20,DessousMoyenne,"37,91875",13,DessousMoyenne,"43,28333",55,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Pere,22,DessousMoyenne,"46,775",34,DessousMoyenne,"54,79792",15,DessousMoyenne,"37,91875",9,DessousMoyenne,"43,28333",80,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Mere,11,DessousMoyenne,"46,775",20,DessousMoyenne,"54,79792",21,DessousMoyenne,"37,91875",23,DessousMoyenne,"43,28333",75,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Mere,12,DessousMoyenne,"46,775",44,DessousMoyenne,"54,79792",25,DessousMoyenne,"37,91875",39,DessousMoyenne,"43,28333",120,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Pere,15,DessousMoyenne,"46,775",50,DessousMoyenne,"54,79792",24,DessousMoyenne,"37,91875",43,DessousMoyenne,"43,28333",132,DessousMoyenne,"182,775",Oui,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Pere,32,DessousMoyenne,"46,775",44,DessousMoyenne,"54,79792",29,DessousMoyenne,"37,91875",89,DessusMoyenne,"43,28333",194,DessusMoyenne,"182,775",Oui,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Mere,65,DessusMoyenne,"46,775",59,DessusMoyenne,"54,79792",74,DessusMoyenne,"37,91875",83,DessusMoyenne,"43,28333",281,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Sciences,Mere,72,DessusMoyenne,"46,775",64,DessusMoyenne,"54,79792",59,DessusMoyenne,"37,91875",89,DessusMoyenne,"43,28333",284,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Sciences,Mere,95,DessusMoyenne,"46,775",57,DessusMoyenne,"54,79792",74,DessusMoyenne,"37,91875",89,DessusMoyenne,"43,28333",315,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Mere,82,DessusMoyenne,"46,775",84,DessusMoyenne,"54,79792",79,DessusMoyenne,"37,91875",79,DessusMoyenne,"43,28333",324,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Pere,25,DessousMoyenne,"46,775",29,DessousMoyenne,"54,79792",34,DessousMoyenne,"37,91875",33,DessousMoyenne,"43,28333",121,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Pere,42,DessousMoyenne,"46,775",34,DessousMoyenne,"54,79792",29,DessousMoyenne,"37,91875",39,DessousMoyenne,"43,28333",144,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Sciences,Mere,55,DessusMoyenne,"46,775",79,DessusMoyenne,"54,79792",44,DessusMoyenne,"37,91875",43,DessousMoyenne,"43,28333",221,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Sciences,Mere,62,DessusMoyenne,"46,775",64,DessusMoyenne,"54,79792",69,DessusMoyenne,"37,91875",49,DessusMoyenne,"43,28333",244,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Sciences,Mere,78,DessusMoyenne,"46,775",88,DessusMoyenne,"54,79792",74,DessusMoyenne,"37,91875",83,DessusMoyenne,"43,28333",323,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Sciences,Mere,72,DessusMoyenne,"46,775",84,DessusMoyenne,"54,79792",89,DessusMoyenne,"37,91875",89,DessusMoyenne,"43,28333",334,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Français,Mere,60,DessusMoyenne,"46,775",92,DessusMoyenne,"54,79792",83,DessusMoyenne,"37,91875",23,DessousMoyenne,"43,28333",258,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Français,Mere,50,DessusMoyenne,"46,775",90,DessusMoyenne,"54,79792",83,DessusMoyenne,"37,91875",13,DessousMoyenne,"43,28333",236,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Français,Mere,60,DessusMoyenne,"46,775",97,DessusMoyenne,"54,79792",13,DessousMoyenne,"37,91875",3,DessousMoyenne,"43,28333",173,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Français,Mere,50,DessusMoyenne,"46,775",95,DessusMoyenne,"54,79792",23,DessousMoyenne,"37,91875",10,DessousMoyenne,"43,28333",178,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Français,Mere,60,DessusMoyenne,"46,775",87,DessusMoyenne,"54,79792",23,DessousMoyenne,"37,91875",11,DessousMoyenne,"43,28333",181,DessousMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,50,DessusMoyenne,"46,775",80,DessusMoyenne,"54,79792",20,DessousMoyenne,"37,91875",15,DessousMoyenne,"43,28333",165,DessousMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Pere,10,DessousMoyenne,"46,775",15,DessousMoyenne,"54,79792",10,DessousMoyenne,"37,91875",21,DessousMoyenne,"43,28333",56,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Pere,30,DessousMoyenne,"46,775",10,DessousMoyenne,"54,79792",20,DessousMoyenne,"37,91875",5,DessousMoyenne,"43,28333",65,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Pere,24,DessousMoyenne,"46,775",35,DessousMoyenne,"54,79792",18,DessousMoyenne,"37,91875",31,DessousMoyenne,"43,28333",108,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Pere,27,DessousMoyenne,"46,775",20,DessousMoyenne,"54,79792",33,DessousMoyenne,"37,91875",35,DessousMoyenne,"43,28333",115,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Pere,10,DessousMoyenne,"46,775",15,DessousMoyenne,"54,79792",10,DessousMoyenne,"37,91875",21,DessousMoyenne,"43,28333",56,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Pere,30,DessousMoyenne,"46,775",10,DessousMoyenne,"54,79792",20,DessousMoyenne,"37,91875",5,DessousMoyenne,"43,28333",65,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,80,DessusMoyenne,"46,775",77,DessusMoyenne,"54,79792",63,DessusMoyenne,"37,91875",83,DessusMoyenne,"43,28333",303,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,75,DessusMoyenne,"46,775",85,DessusMoyenne,"54,79792",73,DessusMoyenne,"37,91875",80,DessusMoyenne,"43,28333",313,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Pere,40,DessousMoyenne,"46,775",7,DessousMoyenne,"54,79792",50,DessusMoyenne,"37,91875",41,DessousMoyenne,"43,28333",138,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Pere,35,DessousMoyenne,"46,775",2,DessousMoyenne,"54,79792",29,DessousMoyenne,"37,91875",33,DessousMoyenne,"43,28333",99,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,10,DessousMoyenne,"46,775",90,DessusMoyenne,"54,79792",30,DessousMoyenne,"37,91875",21,DessousMoyenne,"43,28333",151,DessousMoyenne,"182,775",Non,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,25,DessousMoyenne,"46,775",80,DessusMoyenne,"54,79792",29,DessousMoyenne,"37,91875",23,DessousMoyenne,"43,28333",157,DessousMoyenne,"182,775",Non,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,10,DessousMoyenne,"46,775",8,DessousMoyenne,"54,79792",9,DessousMoyenne,"37,91875",3,DessousMoyenne,"43,28333",30,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,15,DessousMoyenne,"46,775",7,DessousMoyenne,"54,79792",12,DessousMoyenne,"37,91875",7,DessousMoyenne,"43,28333",41,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,70,DessusMoyenne,"46,775",90,DessusMoyenne,"54,79792",20,DessousMoyenne,"37,91875",21,DessousMoyenne,"43,28333",201,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,75,DessusMoyenne,"46,775",80,DessusMoyenne,"54,79792",15,DessousMoyenne,"37,91875",20,DessousMoyenne,"43,28333",190,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Pere,78,DessusMoyenne,"46,775",98,DessusMoyenne,"54,79792",10,DessousMoyenne,"37,91875",11,DessousMoyenne,"43,28333",197,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Pere,79,DessusMoyenne,"46,775",89,DessusMoyenne,"54,79792",11,DessousMoyenne,"37,91875",14,DessousMoyenne,"43,28333",193,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Pere,16,DessousMoyenne,"46,775",90,DessusMoyenne,"54,79792",15,DessousMoyenne,"37,91875",11,DessousMoyenne,"43,28333",132,DessousMoyenne,"182,775",Non,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Pere,17,DessousMoyenne,"46,775",80,DessusMoyenne,"54,79792",13,DessousMoyenne,"37,91875",10,DessousMoyenne,"43,28333",120,DessousMoyenne,"182,775",Non,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,40,DessousMoyenne,"46,775",87,DessusMoyenne,"54,79792",50,DessusMoyenne,"37,91875",41,DessousMoyenne,"43,28333",218,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,35,DessousMoyenne,"46,775",92,DessusMoyenne,"54,79792",29,DessousMoyenne,"37,91875",33,DessousMoyenne,"43,28333",189,DessusMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,14,DessousMoyenne,"46,775",97,DessusMoyenne,"54,79792",15,DessousMoyenne,"37,91875",14,DessousMoyenne,"43,28333",140,DessousMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Français,Mere,13,DessousMoyenne,"46,775",82,DessusMoyenne,"54,79792",20,DessousMoyenne,"37,91875",30,DessousMoyenne,"43,28333",145,DessousMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Français,Mere,24,DessousMoyenne,"46,775",97,DessusMoyenne,"54,79792",15,DessousMoyenne,"37,91875",14,DessousMoyenne,"43,28333",150,DessousMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Français,Mere,23,DessousMoyenne,"46,775",82,DessusMoyenne,"54,79792",20,DessousMoyenne,"37,91875",30,DessousMoyenne,"43,28333",155,DessousMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Français,Mere,20,DessousMoyenne,"46,775",3,DessousMoyenne,"54,79792",9,DessousMoyenne,"37,91875",3,DessousMoyenne,"43,28333",35,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,15,DessousMoyenne,"46,775",4,DessousMoyenne,"54,79792",12,DessousMoyenne,"37,91875",7,DessousMoyenne,"43,28333",38,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,5,DessousMoyenne,"46,775",13,DessousMoyenne,"54,79792",6,DessousMoyenne,"37,91875",6,DessousMoyenne,"43,28333",30,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,7,DessousMoyenne,"46,775",9,DessousMoyenne,"54,79792",11,DessousMoyenne,"37,91875",10,DessousMoyenne,"43,28333",37,DessousMoyenne,"182,775",Non,Oui,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,10,DessousMoyenne,"46,775",94,DessusMoyenne,"54,79792",40,DessusMoyenne,"37,91875",11,DessousMoyenne,"43,28333",155,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,25,DessousMoyenne,"46,775",89,DessusMoyenne,"54,79792",21,DessousMoyenne,"37,91875",13,DessousMoyenne,"43,28333",148,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,30,DessousMoyenne,"46,775",98,DessusMoyenne,"54,79792",42,DessusMoyenne,"37,91875",21,DessousMoyenne,"43,28333",191,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Français,Mere,35,DessousMoyenne,"46,775",97,DessusMoyenne,"54,79792",41,DessusMoyenne,"37,91875",23,DessousMoyenne,"43,28333",196,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Français,Pere,32,DessousMoyenne,"46,775",88,DessusMoyenne,"54,79792",32,DessousMoyenne,"37,91875",25,DessousMoyenne,"43,28333",177,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Pere,25,DessousMoyenne,"46,775",87,DessusMoyenne,"54,79792",21,DessousMoyenne,"37,91875",27,DessousMoyenne,"43,28333",160,DessousMoyenne,"182,775",Oui,Oui,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Français,Mere,72,DessusMoyenne,"46,775",98,DessusMoyenne,"54,79792",52,DessusMoyenne,"37,91875",15,DessousMoyenne,"43,28333",237,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Français,Mere,75,DessusMoyenne,"46,775",90,DessusMoyenne,"54,79792",51,DessusMoyenne,"37,91875",17,DessousMoyenne,"43,28333",233,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Arabe,Pere,20,DessousMoyenne,"46,775",88,DessusMoyenne,"54,79792",31,DessousMoyenne,"37,91875",28,DessousMoyenne,"43,28333",167,DessousMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Pere,10,DessousMoyenne,"46,775",98,DessusMoyenne,"54,79792",41,DessusMoyenne,"37,91875",38,DessousMoyenne,"43,28333",187,DessusMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Pere,90,DessusMoyenne,"46,775",98,DessusMoyenne,"54,79792",41,DessusMoyenne,"37,91875",38,DessousMoyenne,"43,28333",267,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Arabe,Pere,80,DessusMoyenne,"46,775",88,DessusMoyenne,"54,79792",51,DessusMoyenne,"37,91875",39,DessousMoyenne,"43,28333",258,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Arabe,Pere,80,DessusMoyenne,"46,775",95,DessusMoyenne,"54,79792",21,DessousMoyenne,"37,91875",28,DessousMoyenne,"43,28333",224,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Arabe,Pere,78,DessusMoyenne,"46,775",70,DessusMoyenne,"54,79792",31,DessousMoyenne,"37,91875",29,DessousMoyenne,"43,28333",208,DessusMoyenne,"182,775",Oui,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Arabe,Pere,10,DessousMoyenne,"46,775",18,DessousMoyenne,"54,79792",71,DessusMoyenne,"37,91875",38,DessousMoyenne,"43,28333",137,DessousMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Pere,10,DessousMoyenne,"46,775",58,DessusMoyenne,"54,79792",51,DessusMoyenne,"37,91875",48,DessusMoyenne,"43,28333",167,DessousMoyenne,"182,775",Oui,Oui,Plus7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Mere,98,DessusMoyenne,"46,775",88,DessusMoyenne,"54,79792",60,DessusMoyenne,"37,91875",31,DessousMoyenne,"43,28333",277,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Arabe,Mere,75,DessusMoyenne,"46,775",81,DessusMoyenne,"54,79792",51,DessusMoyenne,"37,91875",34,DessousMoyenne,"43,28333",241,DessusMoyenne,"182,775",Non,Oui,Moins7Absences,Eleve,3,DessusMoyenne,"2,03125",DessusMoyenne
MaternelleElementaire,Arabe,Pere,10,DessousMoyenne,"46,775",17,DessousMoyenne,"54,79792",50,DessusMoyenne,"37,91875",21,DessousMoyenne,"43,28333",98,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Pere,35,DessousMoyenne,"46,775",2,DessousMoyenne,"54,79792",29,DessousMoyenne,"37,91875",23,DessousMoyenne,"43,28333",89,DessousMoyenne,"182,775",Non,Non,Moins7Absences,Moyen,2,DessusMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Pere,10,DessousMoyenne,"46,775",20,DessousMoyenne,"54,79792",22,DessousMoyenne,"37,91875",97,DessusMoyenne,"43,28333",149,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Pere,5,DessousMoyenne,"46,775",9,DessousMoyenne,"54,79792",19,DessousMoyenne,"37,91875",98,DessusMoyenne,"43,28333",131,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
MaternelleElementaire,Arabe,Pere,10,DessousMoyenne,"46,775",10,DessousMoyenne,"54,79792",40,DessusMoyenne,"37,91875",51,DessusMoyenne,"43,28333",111,DessousMoyenne,"182,775",Non,Non,Plus7Absences,Bas,1,DessousMoyenne,"2,03125",DessousMoyenne
